134,R,8713-3998;8608-5518
135,L,3981-874;6149-1143;5991-9356
136,C,2838-46;77
137,C,607-826;49
138,L,3264-9763
139,L,6356-4881;2387-1767;890-9050;4586-8608;305-7557;6522-3524;4098-4719;9849-2122;6684-6811
140,L,9259-4019;6596-1873;3742-161;9460-8989
141,R,9645-269;8501-1946
142,C,9590-1898;99
143,R,1165-2815;8751-4200
144,R,1864-9355;6922-4083
145,L,8728-3925;9836-2854;8462-6041;5021-7453;8228-3900;6461-385;7444-4173;9123-6924
146,C,3689-2314;62
147,R,9201-6278;157-5994
148,R,9878-4919;4985-4791
149,R,6697-9831;689-5644
150,C,1030-3539;39
151,C,394-2206;45
152,R,4076-7065;1196-7598
153,R,2976-1450;3999-3035
154,C,7712-6045;39
155,C,3576-5862;100
156,C,2316-5971;99
157,C,7111-8577;33
158,R,3496-5276;4301-86
159,R,7766-6065;7160-9515
160,R,5187-565;261-845
161,C,3311-9899;99
162,C,6414-6477;63
163,L,207-6842;5403-4910;6501-6218;1536-8931;7801-7869;3089-2962;6694-3893;2681-403;5545-2126
164,R,5063-9423;8897-2814
165,L,7681-8705;1058-3451;3763-7696;6338-4990;9362-3588;5050-2808
166,C,1652-4072;95
167,C,7101-1654;27
168,C,7586-169;12
169,R,8674-9583;7717-4299
170,L,7550-604;9802-3784;2983-1777;2068-3803;7330-7139
171,C,9173-3095;37
172,R,7384-5252;216-8017
173,C,1798-1389;69
174,C,2846-5993;47
175,L,3901-281;8019-8252;7530-9977;5768-3489;9899-8840;6565-4043;1864-5082;8230-4611
176,C,2906-888;72
177,L,1473-514;9195-7160
178,C,4847-4039;46
179,R,1357-930;4282-1543
180,R,8656-1525;5982-1207
181,R,3501-1095;4688-5414
182,L,5122-6050
183,R,6057-2205;4840-3771
184,R,5906-3102;3313-6204
185,L,7877-1442;3717-7617
186,L,5124-2640;832-8517;199-1308;4170-8375;4599-2395;4170-6791;2506-7039;4094-5949
187,L,7674-3943;5732-5443;5259-5619;6966-1542;6152-8462
188,L,9945-7314;8832-4987;1729-8362;5715-6940;1613-8753;4650-2807;2808-8831;1993-4156;6935-9601
189,L,8929-6015;4747-8810;6352-4920
190,R,8846-4905;3953-9045
191,C,195-9282;47
192,C,7298-851;82
193,R,3862-611;5786-7806
194,C,6678-224;20
195,R,7330-421;4839-6813
196,L,2231-1093;7185-9563
197,L,3780-9023;1443-2904;3696-4499;242-5695
198,L,3473-6217;4214-5382
199,L,3423-8867
200,C,3448-9613;96
201,C,1972-1607;20
202,L,2488-6976;9190-6206;5300-6644
203,C,5293-1559;47
204,R,6450-4923;6631-8682
205,R,394-5980;9180-1413
206,C,4526-2078;29
207,C,7200-824;39
208,C,9894-8900;51
209,L,6369-1396
210,L,2396-1255;9925-4182;3797-3979;8046-7088;6738-1963;8999-318;1112-2944;8529-2437
211,C,4143-4068;17
212,R,5572-256;3171-5550
213,C,894-9389;74
214,L,8913-3176;926-8986;460-2327;2252-3679;6514-6112;8728-8813;7320-9849;8052-58;7561-6136
215,L,6859-940;5940-3901;328-4541
216,R,2746-4389;793-1386
217,C,1302-9056;84
218,L,4270-9536;9394-4132;4780-639;8008-3216
219,C,9192-8607;100
220,R,8941-2854;3663-9194
221,L,6001-6108;5183-7665;4163-7481;270-3947;2235-202;733-1783;9675-6097;5291-2782
222,L,9294-7936;2315-4186;870-4972;3199-3783;2331-480;8072-7638;7191-3874;3060-1512
223,C,6154-4042;51
224,C,8256-5322;66
225,L,1164-6798;1346-5001;4738-2678;1592-2233;5394-6454
226,C,7261-9278;36
227,R,2918-7060;7699-6923
228,R,6808-1076;9063-4777
229,L,465-32;2170-6974;2914-4395;169-5854;446-5;9820-3507
230,R,1952-778;1971-4924
231,R,4949-4185;1827-5923
232,R,2113-9197;1827-9608
233,C,3293-1370;11
234,C,2311-414;25
235,L,696-2495;963-4759;858-6894;488-811
236,C,7241-1599;91
237,L,1882-9861;3972-1083;5024-2499;7935-1834;7180-2894
238,R,7677-3498;7763-4246
239,L,4290-8230;7710-3470;3049-7469;6648-8810;5764-5682
240,L,9998-5284;4299-1395;6594-4984;5820-1752;4256-5000;7020-4869
241,R,9726-7133;5212-801
242,C,3649-4361;97
243,L,9703-5674;8911-3850;7859-7003;8560-831;2517-2029;7601-3046;8370-2801;4867-5383;784-2631
244,R,3813-1310;4726-8607
245,R,2313-8528;5115-7754
246,C,6274-4739;24
247,R,955-6596;3254-468
248,L,8410-1638;5363-2051;3485-1825;3138-3973;7307-4570
249,C,463-4566;38
250,L,7064-961;8831-4000;9678-9931;3080-8808
251,C,7689-5955;52
252,L,8771-2893;1372-3412;5989-7708;5356-3472;3870-8036;6383-353
253,R,7901-891;5295-5725
254,L,1338-5742;1279-2043
255,C,8236-3486;70
256,R,3102-5599;7635-8653
257,R,8635-1211;8250-6836
258,L,2776-5228;2516-9296;197-5764
259,L,1020-771;2081-15;4182-4781;1089-2422;6956-1493;8156-6875;2220-1266
260,L,8663-9196;3816-7954;8360-6009;2683-6256;1143-8053;6695-930;7849-8524;8305-3180;2907-8007;7436-3614
261,R,4668-9587;8347-6628
262,C,6686-7271;86
263,C,6477-5562;31
264,C,5503-688;68
265,L,9417-947;8885-5234;3021-6842;7625-9845;4995-4468
266,R,8389-245;9725-9029
267,R,1528-9490;9739-170
268,R,8847-2355;463-9261
269,C,344-4058;49
270,R,9584-530;5787-5021
271,L,1763-4519;4689-5169;3179-8503;6428-5707
272,L,147-4296;4767-3924
273,R,9293-4472;4297-8637
274,C,7830-3049;81
275,L,3548-5105;5827-4731;3884-9329;3221-9603;86-8983;7582-2044;7553-3297;3553-3283
276,C,2981-1481;81
277,L,8555-9035;9131-3445;8790-9686;8887-5239
278,R,552-3178;3509-6717
279,R,4787-9885;8391-4829
280,C,111-6759;70
281,L,9894-6063;2828-7416
282,L,8336-8822;8150-4085;9759-355;8277-3639;8949-1668;9175-1081;2471-4061
283,R,6173-3264;6418-964
284,L,277-2893;2879-8393;8375-4621;2433-5375;8055-1573;6864-7159;8431-4249;5428-4856
285,C,7106-1353;32
286,R,8138-155;8752-1234
287,R,4283-6036;9260-6354
288,R,1082-2810;2945-6131
289,C,3233-978;44
290,R,8581-2328;3316-6270
291,C,7078-4347;19
292,C,7005-3376;35
293,L,7017-2912
294,R,6283-5336;7243-5797
295,L,7140-4751;2077-6363
296,C,1952-3036;63
297,C,2367-5764;96
298,L,7932-4822;2875-5188;4378-3538;4386-9168;8388-570;1905-8661;236-1231
299,L,4385-7554;2218-5081
300,R,2746-1492;9592-8134
301,C,7832-1169;53
302,C,8094-2494;10
303,R,4693-2782;9915-7789
304,R,4261-6859;2870-2135
305,C,1706-8938;69
306,L,7226-1084;4645-3079;5859-994;2904-7983;7947-3231
307,C,9681-8231;82
308,R,1146-2121;5338-4685
309,R,494-9916;9887-3552
310,C,6114-6139;39
311,L,263-8835;3017-1761
312,R,7332-2465;2624-5490
313,R,275-1448;7320-4817
314,L,5521-6607;1987-2115;7546-5326;5155-842;3457-6097
315,R,5597-9340;8884-9921
316,L,5868-8446;4032-8488;3999-2578;5716-3388;387-2296;2314-6119;30-8333
317,R,17-8259;8295-4745
318,R,7812-3995;5322-2076
319,C,6984-4334;53
320,L,6949-4550;6862-6061;9978-2541;4260-2855;8792-6745;7943-3468;5864-4803
321,R,9562-5087;1975-3846
322,C,608-8534;26
323,R,6623-5367;7455-2870
324,C,9874-7271;81
325,L,7623-2143;8069-6586
326,C,1314-3135;97
327,L,2232-4426;3024-384;2259-2333;9437-4900;2438-2586
328,R,5232-7075;1251-6327
329,R,55-2428;589-1074
330,L,1134-3557;8881-9436;2911-8769;1627-3681;3852-8619
331,L,173-4406
332,R,5218-3358;4060-3105
333,C,8935-6217;27
334,L,1576-2783;9011-1322;4132-772;5840-7531
335,L,1038-907;461-469;3729-6835;9904-7068;8902-3193;4935-8980
336,L,8732-255;5330-5999
337,C,7288-6944;54
338,C,936-9005;24
339,L,7374-3367;770-9223;792-608
340,C,749-1658;44
341,L,2583-3697
342,C,9934-6013;11
343,C,342-7578;46
344,L,5816-1448;2682-4612;1652-2760;9147-935;9481-2333;3470-2023;4233-1370
345,L,1000-6183;1539-5814;8672-4536;1750-4255;1750-5343;8119-5852;6022-1737;7231-6085;1954-9834
346,L,8106-1865;5563-2187;4985-1739;3154-3448;1334-6019;8355-4802;2910-5255;3775-9074;4269-5872;2459-7667
347,C,1577-5759;95
348,C,5652-5672;96
349,L,4627-4450;4646-2600;938-1866;7524-4972;4377-7514;2900-3828;4441-1316;6927-8665;1022-1869;2766-3340
350,C,3968-255;84
351,C,8776-8820;68
352,C,6450-4588;65
353,C,996-9468;47
354,C,3216-4999;62
355,L,5408-7574;6424-2053;609-5369;137-1203;725-6550;4633-3134;4485-4938;4625-3932
356,R,5990-5252;4938-9824
357,R,4037-4403;66-1297
358,L,1630-7807;3247-8496;8867-8126;2742-4946;977-7229;6766-9344;8151-4641;6016-9548;2934-7017
359,L,1852-1457;6863-4646;8795-1895;4662-8396;6053-4955
360,C,8676-9834;67
361,R,724-4585;6610-1277
362,L,8375-8251;4190-3335;1202-8454;8444-7688;9518-4498;4593-3798
363,L,8189-9032;313-2716;97-6213;9046-6988;3913-6849;5777-1029;3057-9586;4161-3933;7977-8144
364,L,9668-2185;7536-2375;5824-6556
365,L,9362-7854;3340-5135;5852-1508;357-9321;1930-1842;8461-4338;9868-6414;5467-9132
366,L,5676-46;7494-7938;8491-6110;6376-1973;6322-1452;1690-1880;5571-1544;8404-4297
367,L,9317-3669;5194-7392;5897-700;6544-5317
368,L,4887-9656
369,C,2368-9363;72
370,R,5565-8096;5144-9930
371,C,7222-476;37
372,R,8211-5556;7708-1118
373,L,5426-6939;8606-2889;6253-8358;4245-5127;7938-273;4954-8332;6134-891;2610-4840
374,R,8989-3332;9024-8869
375,L,5522-4480;7012-755;9293-2787;6703-1702;6060-9085;6424-5767;6337-3429;4966-1229;5077-6907;3223-95
376,C,4358-6123;33
377,L,71-5017
378,C,1259-6593;81
379,L,1066-4336;8834-9205;9262-750;5000-5588;3940-3143;8021-9175;5576-5841;4932-1571
380,R,5295-3886;4954-5954
381,R,9286-950;7288-6346
382,R,3085-199;7053-3426
383,R,7002-8014;3444-9723
384,R,4702-1831;1243-3102
385,L,3419-1976;3617-5026;5845-2839;5894-2497;3976-1186;8621-4489;477-9800
386,C,8278-7322;29
387,R,8764-91;9441-3153
388,L,9524-7189;8975-8857;4504-5260;8488-9778;3535-1349;4673-3847;9950-9951;4835-6471;2479-8508
389,C,1323-3299;67
390,C,7475-885;19
391,C,9970-6968;82
392,L,121-5637;3827-2439;3313-162;7824-5547
393,C,975-4497;19
394,L,1316-927;3973-3743;7118-7770;2658-9426;8241-5395;9497-2625;5114-2703;7697-3495
395,C,377-7411;25
396,L,2304-8620;1591-9006
397,L,6576-9047;3896-6437;5214-3933;9638-2170;6848-1914;4633-1835;1176-2530;8528-8554;5846-3765
398,R,9064-791;9455-9616
399,R,8523-8342;2902-6091
400,L,5996-577;5245-6234;6374-4241;6323-101;834-2201
401,C,184-8261;89
402,L,4590-2834;9022-602;1493-6811;4546-9783;5373-9874;2152-2468;5573-9099;3642-5855;6733-1338;6852-2744
403,L,1829-1242;5837-5033;4426-4086;7197-3533;1811-7196;9858-9361;9404-9471;5044-8334;8921-2991;5942-5920
404,C,7460-8819;26
405,R,5434-4429;2311-8666
406,R,193-4936;4726-5270
407,L,4848-6220;6163-2564;692-1996;6329-4233;3754-7986;9025-7644;7345-1443;3985-16
408,L,7809-8790;1017-2852
409,R,9751-1653;2112-9669
410,C,8790-5462;14
411,R,594-5484;2964-9214
412,C,6865-6073;52
413,R,6741-5640;6822-9496
414,R,5665-2017;2680-3400
415,L,7287-3193;6254-6924
416,L,5869-189;6174-6671;8372-4674;7208-5032;6556-5929;5400-3876;7698-9908
417,R,5272-3889;8374-5037
418,R,629-1925;6056-6
419,L,6584-1095
420,R,8260-9883;7919-8055
421,L,8004-1828;7530-1285;5655-6263;3760-1139;4132-6064;3015-7074;5943-353;5439-1975
422,L,6987-3181;766-2196;8309-3170;6587-777;8453-8097;6271-4782;2312-3733;3802-193;4489-8085;3557-1825
423,L,6460-6025;7889-9742;8016-5425;5885-5808;3546-4708;3616-4549;3351-9510;4690-6300;9564-2383
424,C,7423-8729;25
425,L,8378-3678;7409-6479;6196-3912;3178-9673;5609-9110;352-9289
426,C,4396-9167;93
427,C,3626-3341;34
428,R,4623-6709;1881-6446
429,R,5181-4756;4174-6231
430,R,7036-9132;6921-1578
431,R,7824-6546;7551-6628
432,C,9691-7027;19
433,L,5244-3187;8143-2778;705-2917;2193-2464;5583-2090
434,C,434-9984;86
435,R,5341-9830;6383-9252
436,R,7520-8590;2451-4601
437,C,3603-5311;56
438,R,4788-8468;9265-8694
439,L,8797-2127;5928-69;3840-547;321-5100;2368-8682;4955-3203
440,C,8149-418;26
441,L,9758-5888
442,R,7381-6241;5816-6814
443,L,9316-4575;4807-732;5765-5620;474-7060;4994-6187;4609-8412;5059-2800;5772-8920;953-2452;2903-1916
444,L,4173-2216;7014-1363;317-2787;5240-2910
445,R,6030-1346;2653-9272
446,L,2177-227;7398-7134;157-4131;5069-7366;3665-8465;3260-1870;572-6519;6458-3856;5929-2908
447,R,1688-7813;6318-3970
448,R,8798-6620;454-9008
449,C,802-8101;26
450,R,2485-7922;2214-9286
451,L,4960-9207;7967-2227;3013-1014
452,C,3296-7655;89
453,L,8959-3825
454,L,764-4642;1917-6932;9901-950;809-1752;9006-4983;9964-1562;5917-724;9872-6936;2055-4299
455,R,5049-2877;6583-5973
456,L,6653-4554;2505-6984;3793-5123;9641-9504;4664-7699
457,R,6594-6148;462-1633
458,R,8427-9649;5566-4034
459,C,9385-7497;25
460,L,1011-3621
461,C,5472-4997;32
462,L,3833-1685;9527-8359;9115-941;2088-2831;6098-8438;6012-4109
463,R,6728-4835;4120-6195
464,L,8448-8206;1513-5728;3223-9789;3035-7278;6408-3212;8118-8645;5721-27
465,C,4890-9735;80
466,L,56-641;8631-1416;6427-1359;1006-9901;7914-7619
467,C,3281-3548;64
468,C,295-1994;55
469,C,4077-2382;18
470,L,6723-4732;9409-9618
471,R,771-578;1847-1744
472,R,9580-578;898-7313
473,C,448-8358;96
474,R,2334-2465;9324-9425
475,L,6855-3464;822-8632;205-5491;7299-1660;3459-628;7161-6335;5539-3700
476,C,8492-8422;28
477,L,1427-2936;9724-8316
478,C,3271-5954;30
479,C,3871-8981;28
480,L,3416-7884;8249-2153;6375-5324;7339-2923;3328-7536;9488-9065;5736-9549
481,C,5111-282;54
482,C,4540-7375;82
483,C,3702-4450;65
484,C,6865-6617;60
485,L,9987-9599;2554-8673;5769-3245
486,R,5931-2070;8735-7866
487,L,8836-4386;4346-7417;8602-3954;540-6856;2679-9356;9414-1697;333-166;7687-7335;7854-6708
488,R,7451-3266;9032-8795
489,R,5482-7499;6847-4601
490,L,685-5952;2453-4651;3244-3022;5598-8663;9808-8396;5613-8896
491,R,907-4874;2122-9864
492,L,1772-9971;8723-8480;3076-7689;3019-8657
493,C,3439-5646;62
494,R,2828-2342;8202-2299
495,L,6709-3450;2216-7310;6423-781;6720-5410;5920-4941;8346-6666;7629-9661
496,L,8822-3427;4310-2067;1245-5054
497,C,7615-7816;41
498,L,1038-4005;7375-433;4856-9947;5088-3763;7015-6266;5163-2905;2713-100;2265-9760;873-1790
499,L,1744-6370
500,C,1502-1629;79
501,C,6310-8392;10
502,C,6297-2948;56
503,L,6982-8162;8514-8446;5283-9675;1663-8579;5693-4270;2330-1008;3968-1341;3461-3042
504,C,3549-7778;67
505,L,4881-1294;6367-8092;5376-4865;3217-6186;512-3317;9870-4483;1258-6014;7525-914;739-350;2883-8986
506,R,5936-5348;4021-5080
507,L,9836-4304;963-5623;1920-9090;3658-6670;5125-6301;1493-146;3578-7981
508,C,5874-5105;35
509,C,8312-8424;98
510,R,7354-6779;4069-284
511,C,6867-7337;10
512,C,857-3850;96
513,C,925-4251;88
514,R,9352-6569;2308-1528
515,R,1166-8663;5138-3938
516,R,2206-2528;7690-3551
517,L,4473-8339;9405-5015;9310-6768;6184-9093;4151-7291;8083-3207;5757-2981;5906-6573;285-5279;2349-6593
518,L,6601-8373;3977-7334;4931-9592;9535-225;9568-6817;1053-3889;8066-8609
519,C,8704-732;57
520,C,9982-5957;90
521,C,8583-6087;89
522,R,4367-9929;6457-9542
523,L,1353-9934;3182-1105;7895-9216;1452-236;1766-153;6451-9549
524,R,4646-9744;1994-7277
525,C,3962-2112;53
526,R,2485-7579;8484-150
527,R,8612-2434;4874-3670
528,C,5701-2416;53
529,R,4582-26;214-6132
530,C,7850-1166;78
531,R,7720-4881;4783-9023
532,C,9857-1028;72
533,L,2186-9936;1550-9509;1799-8781;418-1973;1419-9335;3711-9603;5230-2965;8709-5301
534,C,1609-4700;78
535,L,3626-5878;6961-4845;6201-3977
536,L,6583-1945;5897-3657
537,R,8274-9572;8691-9516
538,R,1126-539;8094-7715
539,R,3123-6716;1975-1487
540,R,4314-7539;2454-1402
541,L,3567-260;7269-4972;9833-5602;7643-1477;1908-3366
542,R,578-5912;1703-5317
543,C,4828-9329;11
544,L,5371-7608;2248-1809;6137-9636;5025-6205;9344-5146;680-4129;3862-4986;6742-7370;3648-6351
545,R,8194-8979;1855-4437
546,C,985-3387;74
547,L,2071-3693;8291-2441
548,C,7783-3386;93
549,C,1191-6922;22
550,R,47-810;7917-9956
551,R,3037-3994;906-8434
552,L,8074-9283;3108-5955;2700-2854;1591-2244;1780-146
553,C,941-5478;85
554,C,8956-8212;95
555,C,9371-2317;38
556,L,5128-9246;549-1554;9382-7717;6507-7056;7400-825;9467-4252;3875-4936;1354-583;479-3046;2871-6462
557,C,7800-1178;93
558,R,6505-9541;6960-2486
559,L,4997-2668;5263-3435;1247-6699;799-9893;5136-6379;2557-1441;7106-2330;95-2182;3472-6608;1506-5638
560,C,6343-740;99
561,L,8599-3092
562,C,1464-9895;74
563,R,2475-2199;2535-8447
564,L,9791-4009;6493-1121;4678-2082;7992-3505;6950-1564;1252-1521;1080-4134;6817-6041;1083-8323;2556-8195
565,L,8814-6539;1361-5339;3962-7283;1636-6078;6281-7449;5848-1566
566,C,8638-5714;93
567,R,6404-3824;5181-5457
568,C,7415-4365;67
569,R,5361-8424;2207-3127
570,C,8775-5555;69
571,R,7314-6399;4820-2683
572,L,935-4071;610-2535;7949-9229;6985-1089;5189-5856;211-6523;8729-6497
573,C,7311-6434;70
574,L,4090-7685;939-577
575,C,9951-9938;84
576,L,4920-7056;3185-9317;1371-8471;5504-6669;1813-227;4075-1003;1087-5940;9860-2212;5460-7214;3898-1085
577,L,2642-9593;9095-5731;261-150;8573-7010;642-755;5311-2517;1697-123;3906-4074;934-3518
578,L,5642-2492;1428-7344;5056-6043;5083-2836;4100-8319;8473-7908;383-5868;5345-2189;9890-8711;2877-6944
579,R,7650-3659;3746-3130
580,L,3056-1577;4501-537;9828-2882;4879-5104;9490-2563
581,L,3967-9543;9815-8231;1851-3818;2088-6194;7283-1788;5407-2076;521-2919;1245-1157
582,L,210-7612;9590-3845;2103-1454;8510-935;8998-5235;8755-2839;9217-2833
583,L,4809-4282;9950-5453;8712-960;7296-5594;679-4595;5151-4702
584,R,8158-4497;8854-8111
585,L,4972-6120;8219-5595;9617-2908
586,L,9662-5284;708-1778;7268-8991;3466-6621;1643-2396;9875-8400;3946-8660;9109-7094;7103-1292;4960-6402
587,L,2567-7604;4420-9870;2860-6365;5276-4099
588,L,7635-9641;2265-6710
589,R,9493-151;1562-8175
590,L,7273-1022;859-9244;1126-7471;6102-4005;4474-1184
591,C,558-6976;77
592,L,763-5255
593,C,485-4759;49
594,L,5356-9072;4506-3379;5857-5699
595,R,8388-1043;4368-36
596,L,7160-7373;9793-7073;3829-5968
597,L,7626-2901;218-8819;159-9831;1523-9458;2239-3056;7132-1346;1945-7276;5095-9107
598,C,184-78;51
599,L,3624-5951;517-3667;5373-9001
600,R,995-6588;6171-5382
601,R,7326-2443;6921-618
602,L,6884-5893;348-5337;2504-8871;8494-3226;3356-5535;7416-5996;8004-8943;1359-9484
603,C,2417-2017;12
604,R,3146-233;8455-7744
605,R,5512-8891;7831-1429
606,L,1258-5632;1308-5689;2661-4364;5994-9249
607,R,4221-9669;3208-6293
608,C,6285-3485;66
609,C,5306-900;66
610,R,824-2262;9911-5387
611,R,9186-1633;1923-9283
612,L,4392-9406
613,C,7731-6103;42
614,C,1123-9723;50
615,C,8521-4303;50
616,L,224-6330;7571-4603;3700-459;1905-6398;4097-7848;4305-5751
617,R,1534-2784;1833-6612
618,C,2915-875;31
619,L,3651-2027
620,C,3898-5319;69
621,C,2914-4465;26
622,L,4081-4885
623,C,1262-2115;12
624,R,878-3707;320-3105
625,L,4020-4229;3184-9596;167-5373;4380-2496;6461-2985
626,L,3023-6132;4056-5126;4079-7294;5800-4241;2749-1631;6081-2352;3910-3633;9192-4465;2641-7881;8276-9649
627,C,782-8949;84
628,C,9418-8181;42
629,R,5983-1401;5223-4451
630,L,5119-3374;3481-3684;8139-4029;9286-8957;2886-2061
631,R,9122-9930;6982-5545
632,C,6762-2064;89
633,C,771-367;39
634,R,1966-7165;8328-8575
635,R,4915-1480;5690-6970
636,R,7475-1198;1827-9114
637,R,1463-8723;7029-2728
638,L,3982-8340;5565-453;549-910;9795-7557;3525-3617;665-2643;8464-5998;351-6365
639,R,9953-5498;3096-1341
640,L,1092-4433;4862-6631;343-7205
641,R,6381-5285;4273-6586
642,L,4901-4388
643,C,7060-5292;72
644,C,3697-6899;100
645,R,7671-676;6410-3596
646,C,5415-3607;79
647,C,7845-9467;87
648,R,6423-4462;4058-6227
649,R,1541-6289;5928-5261
650,L,1884-810;5485-1179
651,R,7165-6634;3575-217
652,C,1941-9473;35
653,C,2376-6519;90
654,L,3049-2373;7909-7709;9880-4372;2202-7223
655,L,1016-8330;3437-1040;9817-8274;8373-5913;1646-5259;8751-9038;4585-262
656,R,7347-5240;3125-7985
657,L,7277-7626;7814-1509;6607-8491;8905-8379;3621-2459;5334-1598
658,L,9012-7670;544-4246;9231-5245;927-3957;4272-936;9699-6791;9167-9042
659,L,8203-4101;7465-2639;3760-1495;5645-7116;9504-39;2636-5588
660,L,732-1400;8480-9442;9947-2429;6802-2723
